,feature_name,coef
0,0,0.6717981216607773
1,1,-1.5352092872393768
2,2,-1.712963180639557
3,3,-0.2360293400287453
4,4,-0.3774400258150666
5,5,0.14979988841701244
6,6,-0.15858109798583497
7,7,0.6786915470562641
8,8,-0.648580512687015
9,9,0.6808265174634174
