,feature_name,coef
0,0,-0.5464173826758587
1,1,0.5880920135061126
2,2,-2.70887799877615
3,3,-0.0944000292899205
4,4,0.6222150139216431
5,5,0.8255354065346272
6,6,-0.8449672321245977
7,7,-0.030459824775933543
8,8,-0.07823588228642778
9,9,-0.036355014274238054
