,0,1,2,3,4,5,6,7,8,9
0,-0.13744366213059794,-0.13328859049390138,4.33864295007165,0.01122619898285099,1.0975348959729627,1.0965211387872162,1.325195708289791,-0.1571999762345416,-0.09061862283943778,-0.0027451922657799974
1,0.26698125511618376,-0.3357868596087697,-0.5871206956134751,-0.040953560694764586,0.4181373460542684,0.5827653072882188,0.42428696123621196,-0.012155595335375606,0.0012817069341275148,-0.0005882415923417007
2,0.14217789118287086,0.16332538291409385,2.127285596694557,0.19602865409109943,-0.49830673992076896,-0.006897404479011241,0.2849436507835725,0.007815536433953552,0.033078025652897865,-0.013878627028260966
3,0.14282673902543513,-0.5276901828097756,1.663413047096025,0.058655107393933675,0.17953974449560492,0.7726677090957457,-0.5572812041753743,-0.07204603967116319,-0.1727990078818196,-0.10465807395740521
4,0.3478429856025525,-0.643403881220002,4.410595230063241,0.12340478065734307,-0.8707416131250836,-0.5283261325055294,-1.0525113299678845,0.01981272948602002,0.02750408576191271,0.00036103305777835515
5,0.2682059490847691,-0.26330977016421814,2.652935698359381,0.12779242648235054,-0.06750627792281653,-0.012263843081895353,0.21230535377139947,0.0012957289445075899,0.03005793318246756,0.005275889200352895
6,0.12188673396256217,-0.02986631116118778,1.9228821342065465,0.06204930449256187,0.6691200271121387,2.8492369798648878,-1.5413232935127428,-0.5258050963652009,-0.6305621424450338,0.054344599950537545
7,0.31265551371623473,-0.5436835550337606,0.2730463211432845,0.06181156619550523,0.21883746645096833,0.47990782956650696,-0.40490822468746995,-0.08854877889931759,-0.10817822064437663,-0.017933626925787365
8,-3.682656057114705,0.13903958147386522,3.2114048341069994,0.3299198882158058,11.939391027620081,18.69982015342904,-27.983544144919144,-2.9407879638683148,-3.037631697790406,-3.220326038647332
9,0.1382835267613776,-0.15030238065956195,3.065917830314855,0.15837448266824905,-0.0061296027271580756,1.6218387738334905,-1.7783632209552238,-0.36911940333504134,-0.45490882801021404,0.028502651326919155
