,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.00037655830383300783,5.164448015136494e-05,0.00020022392272949218,4.276710976416247e-05,0.05,{'alpha': 0.05},-44.4649254511641,-27.020973704585863,-25.276538614024822,-40.43915295982008,-44.81236692308475,-36.40279153053592,8.530219046500566,2,-31.28599133088057,-35.3461923227218,-35.72862656600068,-32.227644146228535,-31.330614610246847,-33.183813795215684,1.9545992252898432
1,0.00033435821533203127,5.313258467553756e-06,0.00017557144165039062,2.9877567668572504e-06,0.1,{'alpha': 0.1},-44.39898427265996,-26.96274319595565,-25.300728825525024,-40.063023618616114,-45.13298213012194,-36.37169240857574,8.554742524485249,1,-31.297783574666738,-35.35782089526992,-35.73922524650726,-32.24156952162777,-31.34117173007451,-33.19551419362924,1.9542780817490644
2,0.0003448963165283203,3.3399030700373574e-06,0.00018086433410644532,5.429665805366798e-06,0.5,{'alpha': 0.5},-44.20093886872978,-26.80904880174036,-25.66307604993989,-37.82320998205751,-47.848493979289294,-36.468953536351364,8.9575922671933,3,-31.675222435464352,-35.72998586423379,-36.07853669026875,-32.68748753272391,-31.679023399598776,-33.57005118445791,1.944381548166171
3,0.0003445148468017578,1.8094697915087009e-06,0.00018701553344726562,6.635750597056547e-06,1.0,{'alpha': 1},-44.777092174074454,-27.397304996037448,-26.538073911491633,-36.944899276513326,-51.62002119670868,-37.455478310965105,9.745332882233742,4,-32.85477328773222,-36.89303304688588,-37.138980994242814,-34.08115255990924,-32.7350079301431,-34.74058956378265,1.9182706941380754
