,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,4.597501764910422,0.0,-0.0015884074057164312,-0.07803943705669077,-0.0861161849818595,1.331225919353821,-0.16415523252134154,-1.613046952711674,0.0,0.0011353812247403374,-0.0,0.012325660991574897,0.0,0.0,-0.0,0.0,0.07192062341885727,-0.0,-0.0,0.298845927393296,0.0,0.11083669887529585,-0.0,-0.0,-0.5281515038075887,-0.8902381659734994,-0.0,-0.38939561280057966,0.14417899589768793,0.13701412044205163
1,1.9434605963428924,0.0,0.08986260034499897,-0.011304417621531655,0.09270602211594842,-0.7554650028103401,0.20712027987352433,-2.3940737007577617,0.0,0.11322313149123767,-0.0,-0.15092553338003098,-0.0,0.0,0.0,-0.0,-0.19504838010815645,-0.0,-0.0,-0.17344623594850814,-0.0,-0.034916087722712257,-0.0,-0.0,-0.4417918390461589,-0.4944499403916767,0.0,0.27046808546303747,0.21059702811130027,-0.13427326173238505
2,1.4893572129255097,-0.0,-0.002162814766562264,0.0927787938007443,-0.008470452349710566,-0.87439733726698,-0.7193988402078995,0.6763314251369392,0.0,-0.06781783151833878,-0.0,0.29588307640326456,0.0,-0.0,0.0,0.0,0.003790419720391081,-0.0,-0.0,0.05910338437864901,-0.0,-0.03126742372287577,-0.0,-0.0,-0.155295725846606,1.009926544373768,-0.0,0.09567724541965528,0.04746739018747582,0.13316991151777102
3,-0.20242533538009277,-0.0,0.013452780506676865,-0.0004911561987504505,0.26872222583613964,0.9391218408974137,-0.1924176032720626,0.0570755380745981,0.0,-0.1957042618832352,-0.0,0.21056668150209654,-0.0,-0.0,-0.0,-0.0,-0.46437178049793953,-0.0,-0.0,-0.049011474761832916,-0.0,0.6181023157308564,-0.0,-0.0,0.16347825678161357,0.83962734242034,0.0,0.5420491840751055,0.01705173569955617,0.2344746094455335
4,2.469041229767682,0.0,0.020056349333473857,0.022783118181859754,0.8442285623063337,-0.09422969063258052,0.8697754167191744,0.5409909057447888,0.0,0.17241558518921746,0.0,-0.3192605859797744,-0.0,0.0,-0.0,-0.0,-0.644876952654022,-0.0,0.0,-0.2543626686484737,0.0,-0.17323027059462964,0.0,0.0,-0.5925295223947661,0.7899185076015737,-0.0,0.3789158412564489,-0.4390504296256727,-0.20884246436831752
5,2.419622579094836,0.0,0.008170321962663292,-0.022481424219273294,-1.1951490804925446,-0.9183674387455191,-0.3046184749467268,-0.7945699828529965,0.0,0.13151732577441513,0.0,0.0898672933891095,0.0,0.0,0.0,-0.0,0.0773345250900375,0.0,0.0,-0.09691160612151532,-0.0,-0.6061932711050699,-0.0,-0.0,0.0596816504965828,-0.8731026198419758,-0.0,-0.19353699081486553,0.1733069287626986,0.030141955888175535
6,5.022649507464526,0.0,0.01931832371580325,0.021948434947322886,-0.2875922068435075,0.317062524249301,-0.6832583603665036,0.031270456944822465,-0.0,0.22515142735105473,0.0,0.11438185611951897,-0.0,-0.0,0.0,0.0,-0.13232666228959342,0.0,0.0,0.008092765818168687,0.0,-0.3023289942847222,-0.0,-0.0,-0.11732919569664774,-0.392118768347361,-0.0,-0.11597887339697034,-0.13762611103766814,0.13545248550458833
7,1.9307031744859533,0.0,-0.004398264893331971,-0.12067952018223083,-1.4095630461618995,1.014094784618535,-0.3002040526587401,-1.0383463144928675,-0.0,-0.0025540023921992207,0.0,-0.054939037617898014,0.0,-0.0,0.0,0.0,-0.24665829137041623,0.0,0.0,-0.10036760054846423,-0.0,-0.18264670883327414,-0.0,-0.0,-0.26940836788547134,-0.15187580858291835,0.0,-0.23921567456839674,0.16409148122886094,0.07457906205459983
8,-1.1543519549653738,0.0,-0.0023296767323468665,0.0236973428056598,0.24339450541524338,-0.999609747308365,0.08732394274556046,0.2356740864486406,0.0,0.08537049628605466,-0.0,-0.1089822679418802,0.0,-0.0,0.0,0.0,0.11932772275764868,0.0,-0.0,-0.0904088173808112,-0.0,-0.8535011222281359,-0.0,0.0,0.2000018913243462,-0.5049091769321314,0.0,-0.5899714235763032,0.1293316442818378,0.11367459780825506
9,1.7891290432483085,-0.0,0.04150730969130353,0.023191266901632198,0.05265396921514759,-1.0150629739635593,-0.5210771781408006,1.903286781032131,0.0,0.2021287381174434,0.0,-0.014775842717885398,0.0,0.0,-0.0,0.0,-0.09730624055908227,-0.0,-0.0,-0.05578349551279483,-0.0,-0.33591422252573416,-0.0,-0.0,0.06876674010293247,0.7144519456457294,-0.0,0.09680631576361033,-0.21393237234070553,-0.1152282075621192
